,Name,Label,Editing,Model,Model_Type,Specifier,Value,Units,Temperature_Value,Temperature_Units,Value_Average,Temperature_Average,Pressure,Process,Direction_of_Measurement,Resolution,DOI,Title,Access_Type,Publisher,Publication_Year,Authors,Journal,kL_avg,composition_name
2927,Sr3GaSb3,,,ThermCond,lattice,lattice thermal conductivity,[0.45],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1000.0],Kelvin^(1.0),0.45,1000.0,,ballmilling,,,10.1039/c2ee22378c,Thermoelectric properties of Sr3GaSb3 – a chain-forming Zintl compound,payment,RSC,2012,"Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder, Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder",Energy & Environmental Science,0.45,Sr3GaSb3
2928,Ca3AlSb3,,,ThermCond,lattice,lattice thermal conductivities,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1000.0],Kelvin^(1.0),0.6000000000000001,1000.0,,,,,10.1039/c2ee22378c,Thermoelectric properties of Sr3GaSb3 – a chain-forming Zintl compound,payment,RSC,2012,"Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder, Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder",Energy & Environmental Science,0.6,Ca3AlSb3
2928,Ca3AlSb3,,,ThermCond,lattice,lattice thermal conductivities,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1000.0],Kelvin^(1.0),0.6000000000000001,1000.0,,,,,10.1039/c2ee22378c,Thermoelectric properties of Sr3GaSb3 – a chain-forming Zintl compound,payment,RSC,2012,"Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder, Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder",Energy & Environmental Science,0.6,Ca3AlSb3
2929,Sr3GaSb3,,,ThermCond,lattice,lattice thermal conductivity,[0.45],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1000.0],Kelvin^(1.0),0.45,1000.0,,,,,10.1039/c2ee22378c,Thermoelectric properties of Sr3GaSb3 – a chain-forming Zintl compound,payment,RSC,2012,"Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder, Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder",Energy & Environmental Science,0.45,Sr3GaSb3
2929,Sr3GaSb3,,,ThermCond,lattice,lattice thermal conductivity,[0.45],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1000.0],Kelvin^(1.0),0.45,1000.0,,,,,10.1039/c2ee22378c,Thermoelectric properties of Sr3GaSb3 – a chain-forming Zintl compound,payment,RSC,2012,"Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder, Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder",Energy & Environmental Science,0.45,Sr3GaSb3
2934,Bi2Te3,,,ThermCond,total,thermal conductivities,[1.2],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[330.0],Kelvin^(1.0),1.2,330.0,,ballmilling and hotpressing,,,10.1186/s11671-016-1823-9,Influence of Doping and Nanostructuration on n-Type Bi2(Te0.8Se0.2)3 Alloys Synthesized by Arc Melting,open,Springer,2017,"Gharsallah Mouna, Serrano-Sanchez Federico, Nemes Norbert M., Martinez Jose Luis, Alonso Jose Antonio",Nanoscale Research Letters,1.2,Bi2Te3
2934,Bi2Te3,,,ThermCond,total,thermal conductivities,[1.2],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[330.0],Kelvin^(1.0),1.2,330.0,,ballmilling and hotpressing,,,10.1186/s11671-016-1823-9,Influence of Doping and Nanostructuration on n-Type Bi2(Te0.8Se0.2)3 Alloys Synthesized by Arc Melting,open,Springer,2017,"Gharsallah Mouna, Serrano-Sanchez Federico, Nemes Norbert M., Martinez Jose Luis, Alonso Jose Antonio",Nanoscale Research Letters,1.2,Bi2Te3
2949,Ca3Co4O9,,,ThermCond,total,κ,[3.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),3.0,295.0,,,,,10.1016/S0038-1098(02)00495-7,"High temperature transport properties of Ca3−x
Na
x
Co4O9 system ",payment,Elsevier,2002,XU,Solid State Communications,3.0,Ca3Co4O9
2949,Ca3Co4O9,,,ThermCond,total,κ,[3.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),3.0,295.0,,,,,10.1016/S0038-1098(02)00495-7,"High temperature transport properties of Ca3−x
Na
x
Co4O9 system ",payment,Elsevier,2002,XU,Solid State Communications,3.0,Ca3Co4O9
2949,Ca3Co4O9,,,ThermCond,total,κ,[3.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),3.0,295.0,,,,,10.1016/S0038-1098(02)00495-7,"High temperature transport properties of Ca3−x
Na
x
Co4O9 system ",payment,Elsevier,2002,XU,Solid State Communications,3.0,Ca3Co4O9
2954,Sb2Te3,,,ThermCond,lattice,lattice thermal conductivity,[0.24],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.24,295.0,,,,,10.1038/s41598-017-14068-7,Temperature dependent thermal conductivity and transition mechanism in amorphous and crystalline Sb2Te3 thin films,open,Springer,2017,"Li Qisong, Wei Jingsong, Sun Hao, Zhang Kui, Huang Zhengxing, Zhang Long",Scientific Reports,0.24,Sb2Te3
2954,Sb2Te3,,,ThermCond,lattice,lattice thermal conductivity,[0.24],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.24,295.0,,,,,10.1038/s41598-017-14068-7,Temperature dependent thermal conductivity and transition mechanism in amorphous and crystalline Sb2Te3 thin films,open,Springer,2017,"Li Qisong, Wei Jingsong, Sun Hao, Zhang Kui, Huang Zhengxing, Zhang Long",Scientific Reports,0.24,Sb2Te3
2979,AgPb10SbTe12,,point defects,ThermCond,total,thermal conductivities,"[0.75, 0.39]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[660.0],Kelvin^(1.0),0.5700000000000001,660.0,,alloy,,,10.1016/j.cej.2016.06.049,AgPbmSbTem+2 microspheres comprised of self-assembled nanoparticles driven by inhomogenous co-doping synergetic induced dipoles and their thermoelectric and electrochemical Li-storage properties ,payment,Elsevier,2016,WANG,Chemical Engineering Journal,0.5700000000000001,AgPb10SbTe12
2979,AgPb10SbTe12,,point defects,ThermCond,total,thermal conductivities,"[0.75, 0.39]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[660.0],Kelvin^(1.0),0.5700000000000001,660.0,,alloy,,,10.1016/j.cej.2016.06.049,AgPbmSbTem+2 microspheres comprised of self-assembled nanoparticles driven by inhomogenous co-doping synergetic induced dipoles and their thermoelectric and electrochemical Li-storage properties ,payment,Elsevier,2016,WANG,Chemical Engineering Journal,0.5700000000000001,AgPb10SbTe12
2992,AgIn5Te8,,,ThermCond,total,thermal conductivity,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.1,295.0,,,,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,1.1,AgIn5Te8
2992,AgIn5Te8,,,ThermCond,total,thermal conductivity,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.1,295.0,,,,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,1.1,AgIn5Te8
2993,AgIn5Te8,,,ThermCond,total,thermal conductivity,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.5,873.0,,,perpendicular and parallel directions,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.5,AgIn5Te8
2993,AgIn5Te8,,,ThermCond,total,thermal conductivity,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.5,873.0,,,perpendicular and parallel directions,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.5,AgIn5Te8
2994,AgIn5Te8,,,ThermCond,total,thermal conductivity,"[0.4, 0.5]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.45,873.0,,,,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.45,AgIn5Te8
2994,AgIn5Te8,,,ThermCond,total,thermal conductivity,"[0.4, 0.5]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.45,873.0,,,,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.45,AgIn5Te8
2995,AgIn5Te8,,,ThermCond,total,thermal conductivity,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.5,873.0,,,perpendicular and parallel directions,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.5,AgIn5Te8
2995,AgIn5Te8,,,ThermCond,total,thermal conductivity,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.5,873.0,,,perpendicular and parallel directions,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.5,AgIn5Te8
2996,AgIn5Te8,,,ThermCond,total,thermal conductivity,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.1,295.0,,,,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,1.1,AgIn5Te8
2996,AgIn5Te8,,,ThermCond,total,thermal conductivity,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.1,295.0,,,,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,1.1,AgIn5Te8
2997,AgIn5Te8,,,ThermCond,total,thermal conductivity,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.5,873.0,,,perpendicular and parallel directions,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.5,AgIn5Te8
2997,AgIn5Te8,,,ThermCond,total,thermal conductivity,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[873.0],Kelvin^(1.0),0.5,873.0,,,perpendicular and parallel directions,,10.1016/j.jallcom.2013.03.037,"Electrical and thermal transport properties of AgIn5Te8
",payment,Elsevier,2013,PEI,Journal of Alloys and Compounds,0.5,AgIn5Te8
3007,ThO2,,,ThermCond,lattice,κL,[1.81],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.81,300.0,,,,,10.1016/j.jnucmat.2018.08.054,Lattice thermodynamic behavior in nuclear fuel ThO2 from first principles ,payment,Elsevier,2018,LIU,Journal of Nuclear Materials,1.81,ThO2
3013,Cu2GeSe3,,,ThermCond,total,thermal conductivity,[2.18],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),2.18,295.0,,,,,10.1016/j.intermet.2014.05.006,"Thermoelectric properties of Indium doped Cu2GeSe3
",payment,Elsevier,2014,CHETTY,Intermetallics,2.18,Cu2GeSe3
3013,Cu2GeSe3,,,ThermCond,total,thermal conductivity,[2.18],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),2.18,295.0,,,,,10.1016/j.intermet.2014.05.006,"Thermoelectric properties of Indium doped Cu2GeSe3
",payment,Elsevier,2014,CHETTY,Intermetallics,2.18,Cu2GeSe3
3026,TlV5Se8,,,ThermCond,total,thermal conductivity,[3.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[674.0],Kelvin^(1.0),3.0,674.0,,,,,10.1039/c5tc01766a,"The solid solution series Tl(V1−xCrx)5Se8: crystal structure, magnetic and thermoelectric properties",payment,RSC,2015,"Stefan Maier, Robin Lefèvre, Xinsong Lin, Raghavendra Nunna, David Berthebaud, Sylvie Hèbert, Arthur Mar, Franck Gascoin, Stefan Maier, Robin Lefèvre, Xinsong Lin, Raghavendra Nunna, David Berthebaud, Sylvie Hèbert, Arthur Mar, Franck Gascoin",Journal of Materials Chemistry C,3.0,TlV5Se8
3026,TlV5Se8,,,ThermCond,total,thermal conductivity,[3.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[674.0],Kelvin^(1.0),3.0,674.0,,,,,10.1039/c5tc01766a,"The solid solution series Tl(V1−xCrx)5Se8: crystal structure, magnetic and thermoelectric properties",payment,RSC,2015,"Stefan Maier, Robin Lefèvre, Xinsong Lin, Raghavendra Nunna, David Berthebaud, Sylvie Hèbert, Arthur Mar, Franck Gascoin, Stefan Maier, Robin Lefèvre, Xinsong Lin, Raghavendra Nunna, David Berthebaud, Sylvie Hèbert, Arthur Mar, Franck Gascoin",Journal of Materials Chemistry C,3.0,TlV5Se8
3027,CoSb3,,,ThermCond,total,thermal conductivities,[11.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),11.5,300.0,,,,,10.1016/j.physleta.2019.05.048,Comprehensive calculations and prominent thermoelectric properties of Li3P and Li3As ,payment,Elsevier,2019,ZHONG,Physics Letters A,11.5,CoSb3
3028,CuGaTe2,,,ThermCond,total,thermal conductivity,[0.54],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[859.0],Kelvin^(1.0),0.54,859.0,,,,,10.1039/c3ta15211a,Enhanced thermoelectric performance of CuGaTe2 based composites incorporated with nanophase Cu2Se,payment,RSC,2014,"Jian Zhang, Xiaoying Qin, Di Li, Hongxing Xin, Chunjun Song, Liangliang Li, Xiaoguang Zhu, Zhaoming Wang, Guanglei Guo, Ling Wang, Jian Zhang, Xiaoying Qin, Di Li, Hongxing Xin, Chunjun Song, Liangliang Li, Xiaoguang Zhu, Zhaoming Wang, Guanglei Guo, Ling Wang",Journal of Materials Chemistry A,0.54,CuGaTe2
3030,SrTiO3,,,ThermCond,total,κ,[2.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),2.5,300.0,,,,,10.1039/c4ra06871h,Glass-like thermal conductivity in SrTiO3 thermoelectrics induced by A-site vacancies,payment,RSC,2014,"S. R. Popuri, A. J. M. Scott, R. A. Downie, M. A. Hall, E. Suard, R. Decourt, M. Pollet, J.-W. G. Bos, S. R. Popuri, A. J. M. Scott, R. A. Downie, M. A. Hall, E. Suard, R. Decourt, M. Pollet, J.-W. G. Bos",RSC Advances,2.5,SrTiO3
3031,CeSe2,,,ThermCond,total,thermal conductivity,[0.71],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.71,300.0,,,,,10.1016/j.jallcom.2014.08.130,"Low-temperature thermoelectric properties of the CeSe2−x
Sn
x
compounds ",payment,Elsevier,2015,KIM,Journal of Alloys and Compounds,0.71,CeSe2
3036,Cu2Se,,,ThermCond,lattice,lattice thermal conductivity,"[0.4, 0.6]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1000.0],Kelvin^(1.0),0.5,1000.0,,high temperatures,,,10.1039/c3ra47015f,Chemical synthesis of nanostructured Cu2Se with high thermoelectric performance,payment,RSC,2014,"Di Li, Xiao Ying Qin, Yong Fei Liu, Chun Jun Song, Ling Wang, Jian Zhang, Hong Xing Xin, Guang Lei Guo, Tian Hua Zou, Guo Long Sun, Bao Jing Ren, Xiao Guang Zhu, Di Li, Xiao Ying Qin, Yong Fei Liu, Chun Jun Song, Ling Wang, Jian Zhang, Hong Xing Xin, Guang Lei Guo, Tian Hua Zou, Guo Long Sun, Bao Jing Ren, Xiao Guang Zhu",RSC Advances,0.5,Cu2Se
3040,ThO2,,,ThermCond,total,thermal conductivity,[140.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[40.0],Kelvin^(1.0),140.0,40.0,,,,,10.1038/ncomms5551,Anisotropic thermal conductivity in uranium dioxide,payment,Springer,2014,"Gofryk K., Du S., Stanek C. R., Lashley J. C., Liu X. -Y., Schulze R. K., Smith J. L., Safarik D. J., Byler D. D., McClellan K. J., Uberuaga B. P., Scott B. L., Andersson D. A.",Nature Communications,140.0,ThO2
3053,Cu4Sn7S16,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.0,300.0,,processes,,,10.1039/c9ra00077a,Thermoelectric properties of n-type Cu4Sn7S16-based compounds,open,RSC,2019,"Tingting Deng, Tian-Ran Wei, Qingfeng Song, Qing Xu, Dudi Ren, Pengfei Qiu, Xun Shi, Lidong Chen, Tingting Deng, Tian-Ran Wei, Qingfeng Song, Qing Xu, Dudi Ren, Pengfei Qiu, Xun Shi, Lidong Chen",RSC Advances,1.0,Cu4Sn7S16
3053,Cu4Sn7S16,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.0,300.0,,processes,,,10.1039/c9ra00077a,Thermoelectric properties of n-type Cu4Sn7S16-based compounds,open,RSC,2019,"Tingting Deng, Tian-Ran Wei, Qingfeng Song, Qing Xu, Dudi Ren, Pengfei Qiu, Xun Shi, Lidong Chen, Tingting Deng, Tian-Ran Wei, Qingfeng Song, Qing Xu, Dudi Ren, Pengfei Qiu, Xun Shi, Lidong Chen",RSC Advances,1.0,Cu4Sn7S16
3053,Cu4Sn7S16,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.0,300.0,,processes,,,10.1039/c9ra00077a,Thermoelectric properties of n-type Cu4Sn7S16-based compounds,open,RSC,2019,"Tingting Deng, Tian-Ran Wei, Qingfeng Song, Qing Xu, Dudi Ren, Pengfei Qiu, Xun Shi, Lidong Chen, Tingting Deng, Tian-Ran Wei, Qingfeng Song, Qing Xu, Dudi Ren, Pengfei Qiu, Xun Shi, Lidong Chen",RSC Advances,1.0,Cu4Sn7S16
3058,Na2BiSbS4,['1'],,ThermCond,total,thermal conductivity,[0.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.8,295.0,,,,,10.1039/c9nj01440c,"Ultra-low thermal conductivity in Na/Sb chalcobismuthates: synthesis, crystal structures, optical properties and 23Na NMR spectroscopy",payment,RSC,2019,"Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger, Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger",New Journal of Chemistry,0.8,Na2BiSbS4
3058,Na2BiSbS4,['1'],,ThermCond,total,thermal conductivity,[0.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.8,295.0,,,,,10.1039/c9nj01440c,"Ultra-low thermal conductivity in Na/Sb chalcobismuthates: synthesis, crystal structures, optical properties and 23Na NMR spectroscopy",payment,RSC,2019,"Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger, Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger",New Journal of Chemistry,0.8,Na2BiSbS4
3059,Bi2Te3,,,ThermCond,total,thermal conductivity,[1.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.5,295.0,,,,,10.1039/c9nj01440c,"Ultra-low thermal conductivity in Na/Sb chalcobismuthates: synthesis, crystal structures, optical properties and 23Na NMR spectroscopy",payment,RSC,2019,"Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger, Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger",New Journal of Chemistry,1.5,Bi2Te3
3059,Bi2Te3,,,ThermCond,total,thermal conductivity,[1.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.5,295.0,,,,,10.1039/c9nj01440c,"Ultra-low thermal conductivity in Na/Sb chalcobismuthates: synthesis, crystal structures, optical properties and 23Na NMR spectroscopy",payment,RSC,2019,"Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger, Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger",New Journal of Chemistry,1.5,Bi2Te3
3060,Na2BiSbSe4,['2'],,ThermCond,total,thermal conductivity,[0.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.4,295.0,,,,,10.1039/c9nj01440c,"Ultra-low thermal conductivity in Na/Sb chalcobismuthates: synthesis, crystal structures, optical properties and 23Na NMR spectroscopy",payment,RSC,2019,"Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger, Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger",New Journal of Chemistry,0.4,Na2BiSbSe4
3060,Na2BiSbSe4,['2'],,ThermCond,total,thermal conductivity,[0.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.4,295.0,,,,,10.1039/c9nj01440c,"Ultra-low thermal conductivity in Na/Sb chalcobismuthates: synthesis, crystal structures, optical properties and 23Na NMR spectroscopy",payment,RSC,2019,"Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger, Fatimah Alahmari, Somnath Dey, Abdul-Hamid Emwas, Bambar Davaasuren, Alexander Rothenberger",New Journal of Chemistry,0.4,Na2BiSbSe4
3061,BT10,,,ThermCond,total,thermal conductivity,[1.3],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.3,300.0,,,,,10.1557/jmr.2010.67,Thermoelectric and transport properties of nanostructured Bi2Te3 by spark plasma sintering,payment,Springer,2011,"Zhang Zhihui, Sharma Peter A., Lavernia Enrique J., Yang Nancy",Journal of Materials Research,1.3,BT10
3076,Ag8SnSe6,,,ThermCond,lattice,lattice thermal conductivity,[0.2],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[300.0, 800.0]",Kelvin^(1.0),0.2,550.0,,,,,10.1039/c9ce01367a,Synergistically optimizing the thermoelectric properties of polycrystalline Ag8SnSe6 by introducing additional Sn,payment,RSC,2020,"Xiuxia Wang, Chengyan Liu, Junliang Chen, Lei Miao, Shaohai Wu, Xiaoyang Wang, Zhengchuan Xie, Wenjing Xu, Qiufeng Chen, Xiuxia Wang, Chengyan Liu, Junliang Chen, Lei Miao, Shaohai Wu, Xiaoyang Wang, Zhengchuan Xie, Wenjing Xu, Qiufeng Chen",CrystEngComm,0.2,Ag8SnSe6
3076,Ag8SnSe6,,,ThermCond,lattice,lattice thermal conductivity,[0.2],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[300.0, 800.0]",Kelvin^(1.0),0.2,550.0,,,,,10.1039/c9ce01367a,Synergistically optimizing the thermoelectric properties of polycrystalline Ag8SnSe6 by introducing additional Sn,payment,RSC,2020,"Xiuxia Wang, Chengyan Liu, Junliang Chen, Lei Miao, Shaohai Wu, Xiaoyang Wang, Zhengchuan Xie, Wenjing Xu, Qiufeng Chen, Xiuxia Wang, Chengyan Liu, Junliang Chen, Lei Miao, Shaohai Wu, Xiaoyang Wang, Zhengchuan Xie, Wenjing Xu, Qiufeng Chen",CrystEngComm,0.2,Ag8SnSe6
3092,Mg2Si,,,ThermCond,total,thermal conductivity,[2.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),2.8,300.0,,,,,10.1016/j.egypro.2018.11.280,Thermal analysis of Mg2Si and Fe2Si5 phase change materials for Dish-MGT plants ,open,Elsevier,2019,BASHIR,Energy Procedia,2.8,Mg2Si
3095,Bi2O2Te,,,ThermCond,total,Thermal conductivity,[0.91],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.91,295.0,,,,,10.1016/j.ensm.2019.03.021,Two dimensional bismuth-based layered materials for energy-related applications ,payment,Elsevier,2019,XU,Energy Storage Materials,0.91,Bi2O2Te
3095,Bi2O2Te,,,ThermCond,total,Thermal conductivity,[0.91],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.91,295.0,,,,,10.1016/j.ensm.2019.03.021,Two dimensional bismuth-based layered materials for energy-related applications ,payment,Elsevier,2019,XU,Energy Storage Materials,0.91,Bi2O2Te
3096,YbMg2Sb2,,,ThermCond,lattice,lattice thermal conductivity,[1.15],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.15,773.0,,,,,10.1016/j.jmat.2019.08.002,Balancing the anionic framework polarity for enhanced thermoelectric performance in YbMg2Sb2 Zintl compounds ,open,Elsevier,2019,ZHANG,Journal of Materiomics,1.15,YbMg2Sb2
3096,YbMg2Sb2,,,ThermCond,lattice,lattice thermal conductivity,[1.15],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.15,773.0,,,,,10.1016/j.jmat.2019.08.002,Balancing the anionic framework polarity for enhanced thermoelectric performance in YbMg2Sb2 Zintl compounds ,open,Elsevier,2019,ZHANG,Journal of Materiomics,1.15,YbMg2Sb2
